Name,NickName,Age,Birthday,Gender,Height,Weight,Weight_class,Url,RecordDraws,RecordLosses,RecordNoContests,RecordWins,WeightClassAbbreviation,WeightClassId,Stance
Elizeu Zaleski dos Santos,Capoeira,38,12/11/1986,Male,71,170,Welterweight,http://www.ufc.com/athlete/elizeu-dos-santos,1,8,0,25,WW,4,Orthodox
Vince Cachero,The Anomaly,35,11/7/1989,Male,66,145,Featherweight,http://www.ufc.com/athlete/vince-cachero,0,4,0,7,FTW,6,Orthodox
Shonte Barnes,Shyne,37,2/9/1987,Male,71,185,Middleweight,http://www.ufc.com/athlete/shonte-barnes,1,2,0,6,MW,3,Southpaw
Simon Biyong,N/A,33,4/5/1991,Male,N/A,205,Light Heavyweight,http://www.ufc.com/athlete/simon-biyong,0,1,0,7,LHW,2,N/A
Fabio Aguiar,N/A,36,2/10/1988,Male,72,185,Middleweight,http://www.ufc.com/athlete/fabio-agu,0,1,0,17,MW,3,N/A
Rogerio Bontorin,N/A,32,4/25/1992,Male,65,125,Flyweight,http://www.ufc.com/athlete/rogerio-bontorin,0,4,2,16,FLW,8,Orthodox
Alfonso Alcarez,N/A,54,6/10/1970,Male,63,145,Featherweight,http://www.ufc.com/athlete/alfonso-alcarez,1,3,0,1,FTW,6,N/A
Arjan Bhullar,N/A,38,5/13/1986,Male,73,245,Heavyweight,http://www.ufc.com/athlete/arjan-singh-bhullar,0,1,0,9,HW,1,Orthodox
Adam Antolin,Captain Chaos,42,2/28/1982,Male,65,125,Flyweight,http://www.ufc.com/athlete/adam-antolin,0,3,0,12,FLW,8,Orthodox
Scott Askham,N/A,36,5/20/1988,Male,75,185,Middleweight,http://www.ufc.com/athlete/scott-askham,0,4,0,14,MW,3,Southpaw
Luiz Cane,Banha,43,4/24/1981,Male,74,185,Light Heavyweight,http://www.ufc.com/athlete/luiz-cane,0,7,1,17,LHW,2,Southpaw
Roman Bogatov,N/A,34,12/15/1990,Male,68,155,Lightweight,http://www.ufc.com/athlete/roman-bogatov,0,1,0,10,LW,5,Orthodox
Michel Batista,N/A,40,4/20/1984,Male,75,260,Heavyweight,http://www.ufc.com/athlete/michel-batista,0,1,1,4,HW,1,Orthodox
David Branch,N/A,43,9/26/1981,Male,73,185,Middleweight,http://www.ufc.com/athlete/david-branch,0,6,0,22,MW,3,Orthodox
Brendan Allen,All In,29,12/28/1995,Male,74,185,Middleweight,http://www.ufc.com/athlete/brendan-allen,0,6,0,24,MW,3,Orthodox
Maximo Blanco,Maxi,41,10/16/1983,Male,68,145,Featherweight,http://www.ufc.com/athlete/maximo-blanco,1,8,1,12,FTW,6,Orthodox
Hunter Azure,N/A,32,3/2/1992,Male,68,145,Featherweight,http://www.ufc.com/athlete/hunter-azure,0,2,0,9,FTW,6,Orthodox
Paul Bradley,The Gentleman,41,6/13/1983,Male,69,170,Welterweight,http://www.ufc.com/athlete/paul-bradley,0,8,2,23,WW,4,Orthodox
Antonio Carvalho,Pato,45,5/30/1979,Male,69,145,Featherweight,http://www.ufc.com/athlete/antonio-carvalho,0,6,0,15,FTW,6,Orthodox
Ryan Benoit,Baby Face,35,8/25/1989,Male,65,125,Flyweight,http://www.ufc.com/athlete/ryan-benoit,0,8,0,10,BW,8,Orthodox
Jarred Brooks,The Monkey God,31,5/2/1993,Male,63,125,Flyweight,http://www.ufc.com/athlete/jarred-brooks,0,2,0,13,FLW,8,Switch
Sam Alvey,Smile'N,38,5/6/1986,Male,74,185,Light Heavyweight,http://www.ufc.com/athlete/sam-alvey,1,18,1,33,LHW,2,Southpaw
Ray Borg,The Tazmexican Devil,31,8/4/1993,Male,64,135,Bantamweight,http://www.ufc.com/athlete/ray-borg,0,5,0,13,BW,7,Orthodox
Chris Birchler,The Big Buck,37,6/5/1987,Male,75,205,Light Heavyweight,http://www.ufc.com/athlete/chris-birchler,0,4,0,7,HW,2,Switch
Antonio Banuelos,N/A,45,9/23/1979,Male,65,135,Bantamweight,http://www.ufc.com/athlete/antonio-banuelos,1,11,0,20,FLW,7,Orthodox
Josh Bryant,The Beast,44,4/23/1980,Male,70,185,Middleweight,http://www.ufc.com/athlete/josh-bryant,0,4,0,15,MW,3,Orthodox
Yoji Anjo,Mr. 200%,57,3/28/1967,Male,71,205,Middleweight,http://www.ufc.com/athlete/yoji-anjo,1,5,0,0,MW,3,Orthodox
Henry Briones,Bure,44,10/22/1980,Male,68,135,Bantamweight,http://www.ufc.com/athlete/henry-briones,1,8,0,16,BW,7,Orthodox
Luan Chagas,Tarzan,31,6/17/1993,Male,72,170,Welterweight,http://www.ufc.com/athlete/luan-chagas,1,3,0,15,WW,4,Orthodox
Teddy Ash,Bear,35,12/27/1989,Male,73,185,Middleweight,http://www.ufc.com/athlete/teddy-ash,0,5,0,14,MW,3,Switch
Matt Arroyo,No Regard,42,9/1/1982,Male,70,170,Welterweight,http://www.ufc.com/athlete/matt-arroyo,0,3,0,3,WW,4,Orthodox
Jules Bruchez,N/A,47,8/16/1977,Male,72,205,Light Heavyweight,http://www.ufc.com/athlete/jules-bruchez,0,2,0,1,LHW,2,Southpaw
Rich Attonito,The Raging Bull,47,6/16/1977,Male,70,170,Welterweight,http://www.ufc.com/athlete/rich-attonito,0,5,0,10,WW,4,Orthodox
Jose Augusto,Gugu,32,3/28/1992,Male,75,251,Light Heavyweight,http://www.ufc.com/athlete/jose-augusto,0,2,1,6,LHW,2,N/A
Kyle Bochniak,Killer B,37,2/5/1987,Male,67,145,Featherweight,http://www.ufc.com/athlete/kyle-bochniak,0,5,0,8,FTW,6,Orthodox
Diego Brandao,DB,37,5/27/1987,Male,67,145,Featherweight,http://www.ufc.com/athlete/diego-brandao,0,11,0,22,FTW,6,Orthodox
Herbert Burns,The Blaze,36,2/2/1988,Male,69,145,Featherweight,http://www.ufc.com/athlete/herbert-burns,0,6,0,11,FTW,6,Orthodox
Marc-Andre Barriault,Powerbar,34,2/18/1990,Male,73,185,Middleweight,http://www.ufc.com/athlete/marc-andre-barriault,0,9,1,16,MW,3,Orthodox
SeungWoo Choi,Sting,32,11/3/1992,Male,72,145,Featherweight,http://www.ufc.com/athlete/seungwoo-choi,0,7,0,11,FTW,6,Orthodox
Kyron Bowen,Bullseye,31,12/22/1993,Male,75,185,Middleweight,http://www.ufc.com/athlete/kyron-bowen,0,5,0,9,MW,3,Orthodox
Melsik Baghdasaryan,The Gun,33,1/28/1992,Male,69,145,Featherweight,http://www.ufc.com/athlete/melsik-baghdasaryan,0,2,0,8,FTW,6,Southpaw
Shamar Bailey,N/A,42,9/22/1982,Male,69,155,Lightweight,http://www.ufc.com/athlete/shamar-bailey,0,11,0,16,LW,5,Southpaw
Frank Camacho,The Crank,35,5/18/1989,Male,70,155,Lightweight,http://www.ufc.com/athlete/frank-camacho,0,10,0,22,LW,5,Orthodox
Vitor Belfort,The Phenom,47,4/1/1977,Male,72,185,Middleweight,http://www.ufc.com/athlete/vitor-belfort,0,14,1,26,MW,3,Southpaw
Josh Clopton,The Gentleman,43,7/11/1981,Male,66,145,Featherweight,http://www.ufc.com/athlete/josh-clopton,1,2,0,6,FTW,6,Orthodox
Chris Barnett,Beastboy,38,6/14/1986,Male,69,265,Heavyweight,http://www.ufc.com/athlete/chris-barnett,0,9,0,23,HW,1,Orthodox
Marcos Brigagao,Ironside,28,4/1/1996,Male,75,205,Light Heavyweight,http://www.ufc.com/athlete/marcos-brigagao,0,1,0,11,LHW,2,Southpaw
Matt Bessette,The Mangler,40,12/28/1984,Male,70,145,Featherweight,http://www.ufc.com/athlete/matt-bessette,0,9,1,22,FTW,6,Orthodox
Josh Copeland,Cuddly Bear,42,10/20/1982,Male,73,265,Heavyweight,http://www.ufc.com/athlete/josh-copeland,0,4,0,12,HW,1,Orthodox
James Barnes,Mooka,42,5/28/1982,Male,68,135,Bantamweight,http://www.ufc.com/athlete/james-barnes,0,5,0,14,BW,7,Orthodox
Tom Blackledge,N/A,N/A,N/A,Male,N/A,205,Light Heavyweight,http://www.ufc.com/athlete/tom-blackledge,0,7,0,10,LHW,2,Orthodox
Rob Broughton,The Bear,41,3/3/1983,Male,74,265,Heavyweight,http://www.ufc.com/athlete/rob-broughton,1,7,0,16,HW,1,Orthodox
Alan Baudot,The Black Samourai,36,2/1/1988,Male,75,243,Light Heavyweight,http://www.ufc.com/athlete/alan-baudot,0,3,2,8,LHW,2,Orthodox
TJ Brown,Downtown,34,5/22/1990,Male,69,145,Featherweight,http://www.ufc.com/athlete/tj-brown,0,11,0,17,FTW,6,Switch
Justin Burlinson,N/A,27,5/19/1997,Male,73,170,Welterweight,http://www.ufc.com/athlete/justin-burlinson,0,1,0,6,WW,4,Switch
Steve Cantwell,The Robot,38,12/8/1986,Male,74,185,Middleweight,http://www.ufc.com/athlete/steve-cantwell,0,6,0,7,MW,3,Orthodox
Dennis Bryant,The Beard,39,10/18/1985,Male,72,205,Light Heavyweight,http://www.ufc.com/athlete/dennis-bryant,0,2,0,5,LHW,2,Orthodox
Ryan Couture,N/A,42,8/27/1982,Male,70,155,Lightweight,http://www.ufc.com/athlete/ryan-couture,0,5,0,11,LW,5,Orthodox
Stephan Bonnar,The American Psycho,47,4/4/1977,Male,76,205,Light Heavyweight,http://www.ufc.com/athlete/stephan-bonnar,0,9,0,15,LHW,2,Orthodox
Marcio Cruz,Pe de Pano,46,4/24/1978,Male,76,232,Heavyweight,http://www.ufc.com/athlete/marcio-cruz,0,3,0,8,HW,1,Orthodox
Nah-Shon Burrell,The Rock n Rolla,34,2/5/1990,Male,71,170,Welterweight,http://www.ufc.com/athlete/nah-shon-burrell,0,7,1,15,WW,4,Orthodox
Yan Cabral,N/A,41,5/13/1983,Male,71,155,Lightweight,http://www.ufc.com/athlete/yan-cabral,0,3,0,13,WW,5,Orthodox
Kenneth Bergh,N/A,35,6/26/1989,Male,74,205,Light Heavyweight,http://www.ufc.com/athlete/kenneth-bergh,0,0,1,8,LHW,2,Orthodox
Joe Brammer,The South Side Strangler,41,8/23/1983,Male,68,155,Lightweight,http://www.ufc.com/athlete/joe-brammer,1,3,0,7,LW,5,Orthodox
Stephen Bass,Bigfish,42,11/14/1982,Male,69,145,Featherweight,http://www.ufc.com/athlete/stephen-bass,0,2,0,11,FTW,6,Orthodox
Modestas Bukauskas,The Baltic Gladiator,30,2/10/1994,Male,75,205,Light Heavyweight,http://www.ufc.com/athlete/modestas-bukauskas,0,6,0,16,MW,2,Switch
Amaury Bitetti,N/A,N/A,N/A,Male,69,185,Middleweight,http://www.ufc.com/athlete/amaury-bitetti,0,2,0,5,MW,3,Orthodox
Fabricio Camoes,Morango,46,12/23/1978,Male,70,155,Lightweight,http://www.ufc.com/athlete/fabricio-camoes,1,9,0,14,LW,5,Orthodox
Kevin Casey,King,43,6/15/1981,Male,71,185,Middleweight,http://www.ufc.com/athlete/kevin-casey,2,5,2,9,MW,3,Southpaw
Alex Da Silva,Leko,28,2/4/1996,Male,68,155,Lightweight,http://www.ufc.com/athlete/alex-da-silva,0,4,0,21,LW,5,Orthodox
Carlos Candelario,The Cannon,33,6/4/1991,Male,68,125,Flyweight,http://www.ufc.com/athlete/carlos-candelario,0,3,0,8,BW,8,Southpaw
Will Brooks,Ill,38,10/8/1986,Male,70,155,Lightweight,http://www.ufc.com/athlete/will-brooks,0,4,0,18,LW,5,Orthodox
Lance Benoist,N/A,36,8/26/1988,Male,71,170,Welterweight,http://www.ufc.com/athlete/lance-benoist,0,2,0,7,WW,4,Southpaw
JP Buys,Young Savage,28,4/30/1996,Male,65,135,Flyweight,http://www.ufc.com/athlete/jp-buys,0,6,0,9,FLW,8,Orthodox
Paul Capaldo,N/A,28,12/27/1996,Male,67,135,Bantamweight,http://www.ufc.com/athlete/paul-capaldo,0,0,0,6,BW,7,N/A
Tim Boetsch,The Barbarian,44,1/28/1981,Male,72,185,Middleweight,http://www.ufc.com/athlete/tim-boetsch,0,13,0,21,MW,3,Orthodox
Dwayne Cason,N/A,N/A,N/A,Male,70,212,Heavyweight,http://www.ufc.com/athlete/duane-cason,0,1,0,1,HW,1,Orthodox
Phil Davis,Mr. Wonderful,40,9/25/1984,Male,74,205,Light Heavyweight,http://www.ufc.com/athlete/phil-davis,0,4,1,17,LHW,2,Orthodox
Donnie Chappell,N/A,N/A,N/A,Male,71,178,Lightweight,http://www.ufc.com/athlete/donnie-chappell,0,1,0,0,LW,5,Southpaw
Joe Charles,The Ghetto Man,N/A,N/A,Male,73,260,Heavyweight,http://www.ufc.com/athlete/joe-charles,0,13,0,6,HW,1,Southpaw
Edilberto de Oliveira,Crocota,42,11/22/1982,Male,72,170,Welterweight,http://www.ufc.com/athlete/edilberto-crocota,2,15,0,29,WW,4,Orthodox
Cain Carrizosa,The Insane,38,7/22/1986,Male,68,155,Lightweight,http://www.ufc.com/athlete/cain-carrizosa,0,3,0,10,LW,5,Orthodox
Derek Brunson,The One,41,1/4/1984,Male,73,185,Middleweight,http://www.ufc.com/athlete/derek-brunson,0,9,0,23,MW,3,Southpaw
Anthony Birchak,El Toro,38,5/16/1986,Male,68,135,Bantamweight,http://www.ufc.com/athlete/anthony-birchak,0,8,0,16,BW,7,Orthodox
Will Campuzano,N/A,38,5/27/1986,Male,69,125,Flyweight,http://www.ufc.com/athlete/will-campuzano,0,6,0,14,BW,8,Orthodox
Roger Bowling,Relentless,42,12/5/1982,Male,69,155,Lightweight,http://www.ufc.com/athlete/roger-bowling,0,6,1,12,LW,5,Orthodox
Joachim Christensen,N/A,46,11/7/1978,Male,75,205,Light Heavyweight,http://www.ufc.com/athlete/joachim-christensen,0,6,0,14,LHW,2,Orthodox
Will Chope,The Kill,34,9/8/1990,Male,76,145,Featherweight,http://www.ufc.com/athlete/will-chope,0,13,0,34,LW,6,Switch
Marc Diakiese,Bonecrusher,31,3/16/1993,Male,70,155,Lightweight,http://www.ufc.com/athlete/marc-diakiese,0,7,0,17,LW,5,Orthodox
Mark Bocek,N/A,43,10/24/1981,Male,68,155,Lightweight,http://www.ufc.com/athlete/mark-bocek,0,5,0,12,LW,5,Orthodox
Adam Cella,El Naturel,39,6/26/1985,Male,74,170,Welterweight,http://www.ufc.com/athlete/adam-cella,0,8,0,6,MW,4,N/A
Gilbert Burns,Durinho,38,7/20/1986,Male,70,170,Welterweight,http://www.ufc.com/athlete/gilbert-burns,0,8,0,22,WW,4,Orthodox
Spike Carlyle,Alpha Ginger,31,5/6/1993,Male,68,145,Featherweight,http://www.ufc.com/athlete/spike-carlyle,0,3,0,9,FTW,6,Switch
Marcus Brimage,The Bama Beast,39,4/6/1985,Male,64,135,Bantamweight,http://www.ufc.com/athlete/marcus-brimage,0,7,0,7,BW,7,Southpaw
Taylor Callens,N/A,33,5/21/1991,Male,70,155,Lightweight,http://www.ufc.com/athlete/taylor-callens,0,0,0,6,LW,5,N/A
Mark Coleman,The Hammer,60,12/20/1964,Male,73,205,Light Heavyweight,http://www.ufc.com/athlete/mark-coleman,0,10,0,16,HW,2,Orthodox
Felipe Colares,Cabocao,30,3/31/1994,Male,68,145,Bantamweight,http://www.ufc.com/athlete/felipe-colares,0,4,0,10,BW,7,Orthodox
Wesley Correira,Cabbage,46,11/11/1978,Male,75,260,Heavyweight,http://www.ufc.com/athlete/wesley-correira,0,16,0,20,HW,1,Orthodox
Steve Bosse,The Boss,43,7/29/1981,Male,71,205,Light Heavyweight,http://www.ufc.com/athlete/steve-bosse,0,2,0,12,LHW,2,Orthodox
Roman Dolidze,N/A,36,7/15/1988,Male,74,185,Middleweight,http://www.ufc.com/athlete/roman-dolidze,0,3,0,14,LHW,3,Orthodox
Sako Chivitchian,N/A,40,3/11/1984,Male,71,155,Lightweight,http://www.ufc.com/athlete/sako-chivitchian,0,1,0,8,LW,5,Orthodox
Rafael Cavalcante,Feijao,44,4/14/1980,Male,73,205,Light Heavyweight,http://www.ufc.com/athlete/rafael-cavalcante,0,7,1,12,LHW,2,Orthodox
Jared Cannonier,The Killa Gorilla,40,3/16/1984,Male,71,185,Middleweight,http://www.ufc.com/athlete/jared-cannonier,0,8,0,17,MW,3,Switch
Daniel Cormier,DC,45,3/20/1979,Male,71,235,Heavyweight,http://www.ufc.com/athlete/daniel-cormier,0,3,1,22,HW,1,Orthodox
Rich Clementi,No Love,48,3/31/1976,Male,69,155,Lightweight,http://www.ufc.com/athlete/rich-clementi,1,23,0,45,LW,5,Southpaw
Travis Browne,Hapa,42,7/17/1982,Male,78,255,Heavyweight,http://www.ufc.com/athlete/travis-browne,1,7,0,18,HW,1,Orthodox
Charlie Brenneman,The Spaniard,43,2/9/1981,Male,70,155,Lightweight,http://www.ufc.com/athlete/charlie-brenneman,0,8,0,19,LW,5,Orthodox
Andrew Craig,Highlight,39,1/15/1986,Male,73,170,Welterweight,http://www.ufc.com/athlete/andrew-craig,0,4,0,9,MW,4,Orthodox
Kit Cope,Havoc,47,3/17/1977,Male,72,170,Welterweight,http://www.ufc.com/athlete/kit-cope,0,7,0,6,WW,4,Orthodox
Robert Drysdale,N/A,43,10/5/1981,Male,75,205,Light Heavyweight,http://www.ufc.com/athlete/robert-drysdale,0,0,1,7,LHW,2,Orthodox
Mark Cherico,The Pride of Bloomfield,38,5/12/1986,Male,67,145,Featherweight,http://www.ufc.com/athlete/mark-cherico,0,1,0,11,BW,6,Orthodox
Johnny Case,Hollywood,35,6/28/1989,Male,70,155,Lightweight,http://www.ufc.com/athlete/johnny-case,0,6,0,22,LW,5,Orthodox
Laverne Clark,N/A,51,12/2/1973,Male,71,170,Welterweight,http://www.ufc.com/athlete/laverne-clark,1,21,0,27,WW,4,Orthodox
Nathan Coy,Soulforce,46,7/24/1978,Male,70,170,Welterweight,http://www.ufc.com/athlete/nathan-coy,0,7,0,15,WW,4,Southpaw
Shane Burgos,Hurricane,33,3/19/1991,Male,71,145,Featherweight,http://www.ufc.com/athlete/shane-burgos,0,3,0,15,FTW,6,Orthodox
Josh Culibao,Kuya,30,5/24/1994,Male,70,145,Featherweight,http://www.ufc.com/athlete/josh-culibao,1,4,0,11,LW,6,Orthodox
Chris Condo,N/A,N/A,N/A,Male,72,335,Heavyweight,http://www.ufc.com/athlete/chris-condo,0,1,0,0,HW,1,Orthodox
Rashad Coulter,Daywalker,43,11/27/1981,Male,71,205,Heavyweight,http://www.ufc.com/athlete/rashad-coulter,0,4,0,9,HW,1,Orthodox
Damien Brown,Beatdown,40,12/25/1984,Male,70,155,Lightweight,http://www.ufc.com/athlete/damien-brown,0,12,0,17,LW,5,Orthodox
Matt Dwyer,N/A,35,12/17/1989,Male,76,170,Welterweight,http://www.ufc.com/athlete/matt-dwyer,0,4,0,9,WW,4,Orthodox
Paul Daley,Semtex,41,2/21/1983,Male,69,170,Welterweight,http://www.ufc.com/athlete/paul-daley,2,15,0,39,WW,4,Orthodox
Jay Cucciniello,N/A,38,7/23/1986,Male,67,155,Featherweight,http://www.ufc.com/athlete/jay-cucciniello,0,1,0,8,FTW,6,Orthodox
Paul Buentello,The Headhunter,51,1/16/1974,Male,74,245,Heavyweight,http://www.ufc.com/athlete/paul-buentello,0,17,0,35,HW,1,Orthodox
Richard Crunkilton,Cleat,45,11/25/1979,Male,67,155,Lightweight,http://www.ufc.com/athlete/richard-crunkilton-jr.,0,4,0,19,LW,5,Orthodox
Tom Egan,N/A,N/A,N/A,Male,71,170,Welterweight,http://www.ufc.com/athlete/tom-egan,0,5,0,7,WW,4,Orthodox
Todd Butler,N/A,N/A,N/A,Male,73,200,Lightweight,http://www.ufc.com/athlete/todd-butler,0,4,0,1,LW,5,Southpaw
Gleidson Cutis,Poney,35,2/7/1989,Male,69,155,Lightweight,http://www.ufc.com/athlete/gleidson-cutis,0,4,0,7,LW,5,Orthodox
Oscar Cota,Elevation,40,10/15/1984,Male,72,230,Heavyweight,http://www.ufc.com/athlete/oscar-cota,0,3,1,11,HW,1,Orthodox
Rick Davis,The Flying Squirrel,N/A,N/A,Male,69,155,Lightweight,http://www.ufc.com/athlete/rick-davis,1,1,0,3,LW,5,Orthodox
Charles Byrd,Kid Dynamite,41,10/11/1983,Male,70,185,Middleweight,http://www.ufc.com/athlete/charles-byrd,0,7,0,10,MW,3,Orthodox
Alex Enlund,N/A,37,5/27/1987,Male,70,145,Featherweight,http://www.ufc.com/athlete/alex-enlund,0,2,1,14,FTW,6,Orthodox
Michael Chandler,Iron,38,4/24/1986,Male,68,155,Lightweight,http://www.ufc.com/athlete/michael-chandler,0,9,0,23,WW,5,Orthodox
Nicolas Dalby,Danish Dynamite,40,11/16/1984,Male,71,170,Welterweight,http://www.ufc.com/athlete/nicolas-dalby,1,5,2,23,WW,4,Orthodox
Wagner Campos,Galeto,43,7/31/1981,Male,66,145,Featherweight,http://www.ufc.com/athlete/wagner-campos,0,10,0,12,FTW,6,Southpaw
Ryo Chonan,Piranah,48,10/8/1976,Male,69,170,Welterweight,http://www.ufc.com/athlete/ryo-chonan,0,13,0,22,WW,4,Orthodox
Kevin Croom,Crash,37,7/15/1987,Male,71,135,Lightweight,http://www.ufc.com/athlete/kevin-croom,0,15,1,21,LW,5,Orthodox
Chico Camus,The King,40,1/26/1985,Male,66,125,Flyweight,http://www.ufc.com/athlete/chico-camus,0,7,1,17,FLW,8,Orthodox
Edward Faaloloto,N/A,40,7/15/1984,Male,0,155,Lightweight,http://www.ufc.com/athlete/edward-faaloloto,0,5,0,2,LW,5,Orthodox
John Cofer,The Potter,40,4/29/1984,Male,69,155,Lightweight,http://www.ufc.com/athlete/john-cofer,0,4,0,8,LW,5,Southpaw
Mike Davis,Beast Boy,32,10/7/1992,Male,72,155,Lightweight,http://www.ufc.com/athlete/mike-davis,0,2,0,11,FTW,5,Orthodox
Hakeem Dawodu,Mean,33,7/2/1991,Male,68,145,Featherweight,http://www.ufc.com/athlete/hakeem-dawodu,1,4,0,13,FTW,6,Orthodox
Mike de la Torre,El Cucuy,38,9/22/1986,Male,71,145,Bantamweight,http://www.ufc.com/athlete/mike-de-la-torre,0,7,1,14,FTW,7,Orthodox
Antonio Carlos Junior,Cara de Sapato,34,3/16/1990,Male,74,185,Middleweight,http://www.ufc.com/athlete/antonio-carlos-junior,0,5,1,11,MW,3,Orthodox
Santo Curatolo,N/A,30,1/18/1995,Male,63,125,Flyweight,http://www.ufc.com/athlete/santo-curatolo,0,2,0,6,FLW,8,Southpaw
Rolando Delgado,Roli,43,11/22/1981,Male,75,155,Lightweight,http://www.ufc.com/athlete/rolando-delgado,1,6,0,11,LW,5,Orthodox
Roan Carneiro,Jucao,46,6/2/1978,Male,71,170,Welterweight,http://www.ufc.com/athlete/roan-carneiro,0,11,0,21,WW,4,Orthodox
Luke Caudillo,Lil' Hulk,44,11/30/1980,Male,67,155,Lightweight,http://www.ufc.com/athlete/luke-caudillo,0,17,0,17,LW,5,Orthodox
Akira Corassani,N/A,42,8/27/1982,Male,68,145,Featherweight,http://www.ufc.com/athlete/akira-corassani,0,6,1,12,FTW,6,Orthodox
Shane del Rosario,N/A,41,9/23/1983,Male,76,250,Heavyweight,http://www.ufc.com/athlete/shane-del-rosario,0,2,0,11,HW,1,Southpaw
Alessio Di Chirico,Manzo,35,12/12/1989,Male,72,185,Middleweight,http://www.ufc.com/athlete/alessio-di-chirico,0,7,0,13,MW,3,Orthodox
Chris Fishgold,N/A,32,6/6/1992,Male,68,145,Featherweight,http://www.ufc.com/athlete/chris-fishgold,1,4,0,18,FTW,6,Orthodox
Jeff Cox,The Grinder,56,8/2/1968,Male,70,155,Lightweight,http://www.ufc.com/athlete/jeff-cox,0,7,0,10,LW,5,Orthodox
Mac Danzig,N/A,45,1/2/1980,Male,68,155,Lightweight,http://www.ufc.com/athlete/mac-danzig,1,12,0,21,WW,5,Orthodox
Nick Diaz,N/A,41,8/2/1983,Male,73,170,Middleweight,http://www.ufc.com/athlete/nick-diaz,0,10,2,26,WW,3,Southpaw
Fabio Cherant,Water Buffalo,30,11/25/1994,Male,73,205,Light Heavyweight,http://www.ufc.com/athlete/fabio-cherant,0,4,0,7,LHW,2,Southpaw
Yosdenis Cedeno,Pink Panther,39,2/12/1985,Male,68,155,Lightweight,http://www.ufc.com/athlete/yosdenis-cedeno,1,6,0,10,LW,5,Orthodox
Houston Dorr,N/A,N/A,N/A,Male,73,210,Heavyweight,http://www.ufc.com/athlete/houston-dorr,0,2,0,1,HW,1,Orthodox
Hacran Dias,Barnabe,40,6/16/1984,Male,68,155,Featherweight,http://www.ufc.com/athlete/hacran-dias,1,6,0,23,LW,6,Orthodox
John Dodson,The Magician,40,9/26/1984,Male,63,135,Bantamweight,http://www.ufc.com/athlete/john-dodson,0,12,0,22,BW,7,Orthodox
Marcel Fortuna,N/A,39,10/22/1985,Male,73,205,Light Heavyweight,http://www.ufc.com/athlete/marcel-fortuna,0,3,0,9,LHW,2,Orthodox
Aalon Cruz,N/A,35,9/20/1989,Male,72,145,Featherweight,http://www.ufc.com/athlete/aalon-cruz,0,4,0,8,FTW,6,Switch
Geraldo de Freitas,Spartan,33,9/30/1991,Male,67,135,Bantamweight,http://www.ufc.com/athlete/geraldo-de-freitas-jr.,0,6,0,12,BW,7,Orthodox
Henrique Da Silva Lopes,Montanha,39,3/8/1985,Male,75,240,Heavyweight,http://www.ufc.com/athlete/henrique-da-silva-lopes,0,2,0,5,HW,1,N/A
Misha Cirkunov,N/A,37,2/27/1987,Male,75,205,Light Heavyweight,http://www.ufc.com/athlete/misha-cirkunov,0,9,0,15,LHW,2,Orthodox
Giga Chikadze,Ninja,36,8/25/1988,Male,72,145,Featherweight,http://www.ufc.com/athlete/giga-chikadze,0,4,0,15,FTW,6,Orthodox
Joe Duffy,Irish,36,2/18/1988,Male,70,155,Lightweight,http://www.ufc.com/athlete/joe-duffy,0,5,0,16,LW,5,Orthodox
Cody Donovan,Donnybrook,43,2/20/1981,Male,75,205,Light Heavyweight,http://www.ufc.com/athlete/cody-donovan,0,5,0,8,LHW,2,Orthodox
Riki Fukuda,N/A,44,1/6/1981,Male,72,185,Middleweight,http://www.ufc.com/athlete/riki-fukuda,0,9,1,24,MW,3,Southpaw
Kyle Driscoll,KD,30,9/23/1994,Male,71,145,Featherweight,http://www.ufc.com/athlete/kyle-driscoll,0,3,0,12,FTW,6,Orthodox
Marvin Eastman,The Beastman,53,6/8/1971,Male,69,185,Middleweight,http://www.ufc.com/athlete/marvin-eastman,1,15,0,18,MW,3,Orthodox
Nick Denis,The Ninja of Love,41,10/11/1983,Male,67,135,Bantamweight,http://www.ufc.com/athlete/nick-denis,0,3,0,11,FTW,7,Orthodox
Brandon Davis,Killer B,34,5/8/1990,Male,70,135,Featherweight,http://www.ufc.com/athlete/brandon-davis,0,10,0,14,FTW,6,Orthodox
Carlos Condit,The Natural Born Killer,40,4/26/1984,Male,74,170,Welterweight,http://www.ufc.com/athlete/carlos-condit,0,14,0,32,WW,4,Orthodox
Devin Clark,Brown Bear,34,4/12/1990,Male,72,205,Light Heavyweight,http://www.ufc.com/athlete/devin-clark,0,9,0,14,LHW,2,Orthodox
Shamil Gamzatov,N/A,34,8/9/1990,Male,74,205,Light Heavyweight,http://www.ufc.com/athlete/shamil-gamzatov,0,1,0,14,LHW,2,Orthodox
Todd Duffee,N/A,39,12/6/1985,Male,75,260,Heavyweight,http://www.ufc.com/athlete/todd-duffee,0,3,1,9,HW,1,Orthodox
Merab Dvalishvili,The Machine,34,1/10/1991,Male,66,135,Bantamweight,http://www.ufc.com/athlete/merab-dvalishvili,0,4,0,19,BW,7,Orthodox
Marcos Conrado Jr.,N/A,42,3/14/1982,Male,74,220,Heavyweight,http://www.ufc.com/athlete/marcos-conrado-junior,0,1,0,5,HW,1,Orthodox
Russell Doane,N/A,38,8/13/1986,Male,67,135,Bantamweight,http://www.ufc.com/athlete/russell-doane,0,8,0,15,FTW,7,Orthodox
